Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
2077-09-30,1871.09,820.4,635.26,0.01,370.0,105.4,30477.35,1495.64,33.64,0.0,5071.6,4220.31,465.11
2077-10-01,1661.78,693.64,727.73,0.01,370.0,106.59,29763.38,1458.45,63.64,0.0,3085.93,2653.24,423.87
2077-10-02,1682.8,955.25,873.99,0.01,370.0,107.3,29307.68,1439.64,0.0,0.0,2881.04,2262.74,446.54
2077-10-03,1651.53,798.45,615.63,0.01,370.0,107.41,26994.76,1317.82,0.0,0.0,3937.51,2243.67,429.5
2077-10-04,1523.01,1038.11,495.87,0.01,370.0,107.72,26486.05,1294.18,80.91,0.0,3142.47,2486.95,334.3
2077-10-05,3595.87,566.55,680.97,0.01,370.0,109.51,26843.58,1319.27,784.55,0.0,3180.84,2518.74,451.8
2077-10-06,1901.51,881.6,766.7,0.01,370.0,107.98,27089.98,1328.36,368.64,0.0,4750.5,1785.56,323.22
2077-10-07,1350.67,818.81,376.09,0.01,370.0,107.16,27381.87,1339.45,16.36,0.0,3119.82,2816.14,461.13
2077-10-08,1555.79,734.15,581.39,0.01,370.0,108.83,27089.31,1322.36,0.0,0.0,3836.03,2039.9,435.67
2077-10-09,1473.01,776.46,585.64,0.01,370.0,109.22,27496.76,1339.73,33.64,0.0,3271.89,2482.46,338.73
2077-10-10,1813.81,904.76,625.2,0.01,388.0,106.28,27024.86,1312.91,195.45,0.0,3025.46,2320.99,365.55
2077-10-11,2344.05,675.07,696.18,0.01,388.0,108.66,25839.04,1259.91,430.91,0.0,4048.35,2083.08,346.42
2077-10-12,1440.62,924.73,657.04,0.01,388.0,108.86,25124.29,1232.73,645.45,0.0,2943.81,2791.62,377.16
2077-10-13,2352.92,831.17,605.56,0.01,388.0,107.77,24810.14,1214.09,510.73,0.0,3850.89,2437.13,375.34
2077-10-14,1770.33,828.73,529.55,0.01,388.0,109.79,25427.73,1240.64,282.27,0.0,3362.1,2636.88,418.09
2077-10-15,1801.83,872.55,820.35,0.01,388.0,108.15,24587.53,1201.82,188.64,0.0,3598.51,2298.05,424.86
2077-10-16,1870.98,602.53,552.2,0.01,388.0,108.55,22513.99,1101.64,204.09,0.0,3541.73,1835.0,417.26
